"Date","Price","Open","High","Low","Vol.","Change %"
"02/19/2021","414.88","413.07","415.72","412.27","227.84M","0.53%"
"02/18/2021","412.70","415.87","417.26","411.87","202.09M","-0.82%"
"02/17/2021","416.10","418.64","418.64","415.56","193.91M","-0.74%"
"02/16/2021","419.20","419.88","420.57","418.71","184.55M","-0.06%"
"02/15/2021","419.47","415.82","420.14","415.82","194.86M","1.32%"
"02/12/2021","414.00","411.12","414.00","409.25","157.25M","0.64%"
"02/11/2021","411.35","409.97","411.56","409.52","174.14M","0.46%"
"02/10/2021","409.47","411.21","411.92","407.48","210.43M","-0.23%"
"02/09/2021","410.42","411.01","411.12","408.90","161.50M","-0.09%"
"02/08/2021","410.78","410.16","412.29","410.16","219.97M","0.30%"
"02/05/2021","409.54","410.08","411.59","408.46","253.71M","0.00%"
"02/04/2021","409.54","407.07","409.81","406.92","243.16M","0.56%"
"02/03/2021","407.27","407.64","410.13","406.44","229.68M","0.33%"
"02/02/2021","405.92","402.26","406.43","402.26","202.27M","1.29%"
"02/01/2021","400.77","397.08","401.86","397.08","184.28M","1.24%"
"01/29/2021","395.85","401.21","401.21","395.85","244.28M","-1.87%"
"01/28/2021","403.39","400.86","404.48","394.40","257.03M","0.10%"
"01/27/2021","402.98","407.63","408.32","399.24","266.84M","-1.16%"
"01/26/2021","407.70","404.75","409.76","404.75","197.86M","0.63%"
"01/25/2021","405.13","410.18","410.86","403.90","211.86M","-0.83%"
"01/22/2021","408.54","409.88","409.88","405.74","191.47M","-0.57%"
"01/21/2021","410.89","412.45","413.98","410.79","172.92M","0.01%"
"01/20/2021","410.84","408.64","411.93","408.62","172.62M","0.72%"
"01/19/2021","407.92","410.15","410.86","407.57","172.62M","-0.19%"
"01/18/2021","408.68","407.02","408.75","406.39","125.09M","0.20%"
"01/15/2021","407.85","411.19","411.19","405.42","218.52M","-1.01%"
"01/14/2021","412.00","409.71","412.46","409.71","194.33M","0.72%"
"01/13/2021","409.07","408.81","409.74","407.94","181.75M","0.11%"
"01/12/2021","408.61","409.17","410.11","407.34","190.73M","0.05%"
"01/11/2021","408.41","410.41","410.97","406.45","182.56M","-0.67%"
"01/08/2021","411.17","410.02","411.92","410.02","216.73M","0.66%"
"01/07/2021","408.49","408.09","409.39","406.46","235.10M","0.51%"
"01/06/2021","406.41","402.08","407.30","400.50","286.02M","1.36%"
"01/05/2021","400.94","400.84","402.78","399.35","184.27M","-0.19%"
"01/04/2021","401.69","400.59","405.76","400.42","217.96M","0.67%"
"12/31/2020","399.03","400.09","400.23","398.50","86.91M","-0.30%"
"12/30/2020","400.25","401.73","402.75","400.19","108.65M","-0.34%"
"12/29/2020","401.61","399.87","403.26","399.87","161.39M","0.76%"
"12/28/2020","398.58","396.61","399.12","396.61","68.06M","0.66%"
"12/24/2020","395.98","395.99","396.67","395.88","112.25M","0.12%"
"12/23/2020","395.49","392.09","395.68","392.05","170.47M","1.08%"
"12/22/2020","391.25","387.76","391.79","387.76","153.68M","1.18%"
"12/21/2020","386.69","392.14","392.14","381.63","277.90M","-2.33%"
"12/18/2020","395.90","396.51","399.07","395.72","347.21M","-0.35%"
"12/17/2020","397.28","396.86","398.49","396.86","207.35M","0.30%"
"12/16/2020","396.08","393.79","396.85","393.79","227.33M","0.82%"
"12/15/2020","392.84","391.68","393.42","390.96","204.63M","0.25%"
"12/14/2020","391.85","391.68","394.45","391.68","207.74M","0.44%"
"12/11/2020","390.12","392.64","392.64","387.20","244.83M","-0.77%"
"12/10/2020","393.15","394.54","395.44","391.30","253.40M","-0.44%"
"12/09/2020","394.90","394.21","396.61","394.21","206.03M","0.32%"
"12/08/2020","393.64","392.74","393.90","390.55","180.04M","0.20%"
"12/07/2020","392.84","393.48","393.63","390.29","221.22M","-0.30%"
"12/04/2020","394.04","391.54","394.04","391.54","260.75M","0.59%"
"12/03/2020","391.72","391.91","392.10","389.81","226.88M","0.01%"
"12/02/2020","391.69","390.96","391.97","389.60","246.62M","-0.05%"
"12/01/2020","391.90","389.98","393.11","389.98","241.25M","0.65%"
"11/30/2020","389.36","392.29","393.87","389.36","370.61M","-0.98%"
"11/27/2020","393.23","391.25","393.50","390.73","312.10M","0.41%"
"11/26/2020","391.63","392.44","393.07","391.22","193.42M","-0.12%"
"11/25/2020","392.09","393.00","393.68","390.69","280.45M","-0.08%"
"11/24/2020","392.39","390.59","392.39","390.45","316.72M","0.91%"
"11/23/2020","388.84","390.66","392.97","388.84","234.77M","-0.20%"
"11/20/2020","389.61","387.38","390.55","386.95","214.27M","0.52%"
"11/19/2020","387.60","388.41","388.56","386.46","237.68M","-0.75%"
"11/18/2020","390.54","388.30","391.08","387.14","249.03M","0.44%"
"11/17/2020","388.82","389.13","389.97","386.89","284.76M","-0.24%"
"11/16/2020","389.74","386.89","391.57","386.09","337.49M","1.18%"
"11/13/2020","385.18","384.39","386.58","383.51","241.86M","0.01%"
"11/12/2020","385.16","386.80","387.85","384.58","267.75M","-0.88%"
"11/11/2020","388.56","384.71","389.07","384.71","310.29M","1.08%"
"11/10/2020","384.42","380.66","385.43","380.03","461.69M","0.90%"
"11/09/2020","380.99","368.13","385.81","368.13","534.41M","3.98%"
"11/06/2020","366.40","367.16","368.22","363.26","217.41M","-0.20%"
"11/05/2020","367.12","364.00","367.96","364.00","241.66M","1.05%"
"11/04/2020","363.31","354.38","363.49","351.33","241.85M","2.05%"
"11/03/2020","356.01","349.16","356.03","349.16","233.72M","2.34%"
"11/02/2020","347.86","343.20","348.41","341.34","208.38M","1.61%"
"10/30/2020","342.36","340.61","342.94","338.84","228.70M","0.18%"
"10/29/2020","341.76","342.10","344.54","338.57","270.19M","-0.12%"
"10/28/2020","342.17","351.18","351.18","339.75","314.63M","-2.95%"
"10/27/2020","352.58","356.36","356.72","352.13","216.10M","-0.95%"
"10/26/2020","355.95","360.72","360.91","355.88","208.62M","-1.81%"
"10/23/2020","362.50","360.21","364.11","359.96","210.39M","0.62%"
"10/22/2020","360.27","360.46","361.33","356.43","188.29M","-0.14%"
"10/21/2020","360.79","365.99","366.33","360.65","191.38M","-1.29%"
"10/20/2020","365.51","366.26","367.68","365.03","179.89M","-0.35%"
"10/19/2020","366.81","368.06","370.70","366.12","143.51M","-0.18%"
"10/16/2020","367.48","363.45","368.70","363.45","203.75M","1.26%"
"10/15/2020","362.91","369.65","369.65","361.19","206.97M","-2.08%"
"10/14/2020","370.62","370.48","372.11","370.02","164.94M","-0.09%"
"10/13/2020","370.96","373.15","373.15","369.89","192.19M","-0.55%"
"10/12/2020","373.00","370.95","373.58","370.72","167.99M","0.72%"
"10/09/2020","370.35","368.66","370.56","368.66","178.61M","0.55%"
"10/08/2020","368.31","366.37","369.48","366.16","204.92M","0.78%"
"10/07/2020","365.45","365.65","367.14","364.43","192.67M","-0.12%"
"10/06/2020","365.88","366.18","367.41","363.97","225.29M","0.07%"
"10/05/2020","365.63","363.61","366.35","363.61","178.09M","0.81%"
"10/02/2020","362.69","360.58","362.69","357.63","189.19M","0.25%"
"10/01/2020","361.80","361.91","364.43","360.37","200.72M","0.20%"
"09/30/2020","361.09","360.85","363.36","358.82","213.22M","-0.11%"
"09/29/2020","361.49","363.24","363.24","360.78","170.67M","-0.52%"
"09/28/2020","363.39","357.03","363.82","357.03","214.88M","2.22%"
"09/25/2020","355.51","356.15","356.96","351.24","204.97M","-0.10%"
"09/24/2020","355.85","357.90","358.81","354.58","208.30M","-1.02%"
"09/23/2020","359.53","358.26","363.21","358.26","203.30M","0.55%"
"09/22/2020","357.55","357.24","359.94","357.24","89.31M","0.20%"
"09/21/2020","356.82","367.86","367.86","355.87","110.78M","-3.24%"
"09/18/2020","368.78","370.90","371.94","368.78","489.80M","-0.66%"
"09/17/2020","371.23","372.07","372.07","368.25","187.08M","-0.51%"
"09/16/2020","373.13","371.20","373.15","370.93","191.62M","0.58%"
"09/15/2020","370.96","368.40","371.97","368.04","184.55M","0.66%"
"09/14/2020","368.51","368.74","371.04","367.49","155.91M","0.15%"
"09/11/2020","367.96","367.54","369.06","366.17","163.92M","0.13%"
"09/10/2020","367.48","369.82","370.57","366.27","181.61M","-0.59%"
"09/09/2020","369.65","363.24","370.20","363.24","189.77M","1.62%"
"09/08/2020","363.75","367.89","368.77","360.82","207.36M","-1.15%"
"09/07/2020","367.97","362.14","368.46","362.14","154.60M","1.67%"
"09/04/2020","361.93","365.10","369.19","359.58","228.39M","-1.13%"
"09/03/2020","366.08","372.13","375.92","364.90","209.69M","-1.40%"
"09/02/2020","371.28","366.04","373.19","366.04","187.96M","1.66%"
"09/01/2020","365.23","367.30","369.41","362.82","230.95M","-0.35%"
"08/31/2020","366.51","369.36","371.35","366.32","115.95M","-0.62%"
"08/28/2020","368.80","370.71","371.47","367.16","213.99M","-0.52%"
"08/27/2020","370.72","373.17","373.30","370.70","161.99M","-0.64%"
"08/26/2020","373.12","369.87","373.13","368.46","131.26M","0.91%"
"08/25/2020","369.75","371.36","374.11","369.75","154.80M","-0.30%"
"08/24/2020","370.85","365.80","371.97","365.80","136.82M","1.58%"
"08/21/2020","365.09","366.43","367.87","361.98","150.94M","-0.15%"
"08/20/2020","365.64","368.14","368.14","364.19","140.32M","-1.07%"
"08/19/2020","369.58","367.08","369.58","365.93","124.01M","0.65%"
"08/18/2020","367.18","368.94","371.23","366.20","141.93M","-0.56%"
"08/17/2020","369.26","367.89","369.63","366.24","127.19M","0.32%"
"08/14/2020","368.07","372.24","372.24","365.33","148.68M","-1.20%"
"08/13/2020","372.53","373.92","374.20","372.10","153.41M","-0.63%"
"08/12/2020","374.88","370.60","375.48","369.83","187.15M","1.11%"
"08/11/2020","370.76","365.79","372.54","365.79","218.33M","1.68%"
"08/10/2020","364.65","364.09","366.32","362.81","147.88M","0.30%"
"08/07/2020","363.55","362.25","364.00","360.53","156.09M","0.29%"
"08/06/2020","362.49","364.82","366.33","360.98","207.51M","-0.73%"
"08/05/2020","365.16","363.78","367.09","363.78","206.11M","0.49%"
"08/04/2020","363.39","364.20","365.92","361.30","221.53M","-0.07%"
"08/03/2020","363.64","356.38","364.42","355.21","226.21M","2.05%"
"07/31/2020","356.33","359.66","363.35","356.28","255.53M","-0.89%"
"07/30/2020","359.52","367.90","367.90","356.52","286.98M","-2.16%"
"07/29/2020","367.45","367.37","368.75","366.85","181.76M","-0.06%"
"07/28/2020","367.68","366.59","368.08","364.75","168.24M","0.42%"
"07/27/2020","366.15","366.68","367.58","365.01","183.36M","-0.31%"
"07/24/2020","367.29","371.32","371.32","365.76","187.26M","-1.70%"
"07/23/2020","373.65","374.36","376.27","372.90","168.51M","0.06%"
"07/22/2020","373.44","375.74","375.82","372.02","189.25M","-0.87%"
"07/21/2020","376.70","376.97","380.26","376.14","240.69M","0.32%"
"07/20/2020","375.51","372.16","376.21","369.82","165.09M","0.75%"
"07/17/2020","372.71","372.88","373.11","371.11","194.74M","0.16%"
"07/16/2020","372.13","372.70","372.75","369.94","176.76M","-0.47%"
"07/15/2020","373.87","368.99","375.46","368.99","222.16M","1.76%"
"07/14/2020","367.40","368.52","368.52","363.56","201.14M","-0.84%"
"07/13/2020","370.50","368.14","370.73","367.77","182.83M","1.00%"
"07/10/2020","366.83","362.84","367.02","361.78","174.62M","0.88%"
"07/09/2020","363.64","367.41","368.70","363.01","180.41M","-0.77%"
"07/08/2020","366.48","367.84","369.34","365.79","181.62M","-0.67%"
"07/07/2020","368.96","370.11","370.11","366.46","175.81M","-0.61%"
"07/06/2020","371.21","367.31","372.37","367.31","198.93M","1.58%"
"07/03/2020","365.43","368.49","369.28","364.22","140.95M","-0.78%"
"07/02/2020","368.29","362.58","368.85","362.58","237.88M","1.97%"
"07/01/2020","361.19","360.81","362.92","356.66","198.70M","0.24%"
"06/30/2020","360.34","360.46","361.55","358.04","226.24M","0.13%"
"06/29/2020","359.89","357.66","361.52","356.32","200.54M","0.44%"
"06/26/2020","358.32","361.19","364.98","358.15","200.17M","-0.39%"
"06/25/2020","359.74","356.79","360.46","352.68","244.57M","0.72%"
"06/24/2020","357.17","366.60","366.60","357.17","225.96M","-2.78%"
"06/23/2020","367.40","363.91","368.47","363.91","223.62M","1.30%"
"06/22/2020","362.70","364.25","366.51","361.41","207.06M","-0.76%"
"06/19/2020","365.46","364.46","367.47","364.46","508.13M","0.56%"
"06/18/2020","363.41","365.19","367.31","361.51","257.89M","-0.71%"
"06/17/2020","366.02","363.03","367.45","363.03","260.80M","0.74%"
"06/16/2020","363.33","355.32","366.62","355.32","319.79M","2.90%"
"06/15/2020","353.09","350.54","354.30","344.91","259.22M","-0.27%"
"06/12/2020","354.06","351.77","358.85","349.22","295.86M","0.28%"
"06/11/2020","353.07","364.98","364.98","353.07","345.74M","-4.10%"
"06/10/2020","368.15","370.17","373.03","367.00","309.54M","-0.38%"
"06/09/2020","369.54","374.56","374.98","368.13","366.50M","-1.22%"
"06/08/2020","374.12","374.44","375.52","371.41","371.23M","-0.32%"
"06/05/2020","375.32","367.54","375.40","367.54","407.20M","2.48%"
"06/04/2020","366.25","367.69","369.48","364.57","337.33M","-0.72%"
"06/03/2020","368.92","360.78","369.09","360.78","364.91M","2.54%"
"06/02/2020","359.77","355.97","360.61","355.97","322.72M","1.57%"
"06/01/2020","354.20","351.83","354.37","351.69","251.69M","1.10%"
"05/29/2020","350.36","354.00","354.00","349.78","580.55M","-1.44%"
"05/28/2020","355.47","350.85","356.05","350.85","322.52M","1.64%"
"05/27/2020","349.75","349.42","352.75","347.41","407.51M","0.24%"
"05/26/2020","348.92","347.01","349.72","347.01","314.65M","1.08%"
"05/25/2020","345.18","340.98","345.18","340.98","85.56M","1.47%"
"05/22/2020","340.17","338.70","340.83","334.57","253.88M","-0.03%"
"05/21/2020","340.26","341.42","342.89","339.28","252.97M","-0.75%"
"05/20/2020","342.82","338.82","343.05","336.88","286.04M","0.98%"
"05/19/2020","339.49","342.27","343.27","337.44","329.49M","-0.61%"
"05/18/2020","341.59","330.70","341.82","330.70","242.58M","4.07%"
"05/15/2020","328.24","328.23","331.72","327.30","239.37M","0.47%"
"05/14/2020","326.71","332.44","332.44","322.87","289.34M","-2.17%"
"05/13/2020","333.97","338.80","338.80","333.76","259.09M","-1.94%"
"05/12/2020","340.57","338.91","341.61","338.38","225.19M","0.26%"
"05/11/2020","339.70","342.10","343.38","337.07","230.69M","-0.40%"
"05/08/2020","341.05","339.09","341.13","339.09","88.06M","0.91%"
"05/07/2020","337.98","334.81","338.20","334.81","232.30M","1.09%"
"05/06/2020","334.34","335.77","337.38","333.87","235.99M","-0.35%"
"05/05/2020","335.50","330.68","335.50","330.68","250.57M","2.15%"
"05/04/2020","328.44","334.90","334.90","327.47","280.68M","-2.65%"
"05/01/2020","337.39","338.71","338.71","337.11","278.30M","-0.78%"
"04/30/2020","340.03","347.67","349.22","339.62","406.68M","-2.03%"
"04/29/2020","347.06","341.39","347.21","340.40","307.40M","1.75%"
"04/28/2020","341.09","335.76","342.83","335.56","297.91M","1.68%"
"04/27/2020","335.44","331.82","335.88","331.82","203.32M","1.77%"
"04/24/2020","329.59","331.56","332.92","328.42","216.93M","-1.10%"
"04/23/2020","333.24","330.94","335.32","328.63","230.04M","0.94%"
"04/22/2020","330.14","325.48","330.22","325.48","221.47M","1.80%"
"04/21/2020","324.31","333.88","333.88","324.31","239.34M","-3.39%"
"04/20/2020","335.70","334.19","335.70","329.55","215.33M","0.67%"
"04/17/2020","333.47","328.57","335.88","328.57","310.81M","2.63%"
"04/16/2020","324.92","324.47","327.24","323.10","280.86M","0.58%"
"04/15/2020","323.06","333.51","333.70","322.37","322.32M","-3.24%"
"04/14/2020","333.89","333.93","336.35","333.42","277.93M","0.63%"
"04/09/2020","331.80","328.42","332.89","326.34","309.22M","1.57%"
"04/08/2020","326.67","325.62","326.67","321.57","266.34M","0.02%"
"04/07/2020","326.61","323.24","331.74","323.24","376.25M","1.88%"
"04/06/2020","320.58","312.42","321.06","312.42","301.51M","3.73%"
"04/03/2020","309.06","311.98","312.01","308.41","299.16M","-0.97%"
"04/02/2020","312.08","311.45","314.01","306.58","346.14M","0.42%"
"04/01/2020","310.77","316.35","316.35","308.03","349.68M","-2.90%"
"03/31/2020","320.06","316.38","321.49","313.97","386.42M","1.65%"
"03/30/2020","314.88","311.40","314.88","303.38","294.02M","1.28%"
"03/27/2020","310.90","319.17","319.17","306.70","342.22M","-3.26%"
"03/26/2020","321.38","310.02","321.38","306.04","373.67M","2.55%"
"03/25/2020","313.38","307.86","318.52","301.85","452.20M","3.09%"
"03/24/2020","304.00","284.01","304.00","284.01","420.30M","8.40%"
"03/23/2020","280.43","288.31","292.04","278.41","","-4.30%"
"03/20/2020","293.04","291.01","301.97","291.01","672.27M","1.82%"
"03/19/2020","287.80","277.51","288.22","275.72","508.81M","2.91%"
"03/18/2020","279.66","288.68","288.68","275.92","478.15M","-3.92%"
"03/17/2020","291.07","287.16","295.19","275.29","520.61M","2.26%"
"03/16/2020","284.63","294.31","294.31","268.57","614.57M","-4.86%"
"03/13/2020","299.16","297.92","320.76","295.23","596.03M","1.43%"
"03/12/2020","294.93","327.98","327.98","294.32","694.16M","-11.48%"
"03/11/2020","333.17","337.20","343.38","332.26","427.77M","-0.74%"
"03/10/2020","335.64","341.74","353.40","334.28","513.55M","-1.14%"
"03/09/2020","339.50","362.38","362.38","336.54","606.63M","-7.44%"
"03/06/2020","366.80","378.34","378.34","364.03","395.36M","-3.67%"
"03/05/2020","380.76","387.97","389.10","378.04","341.90M","-1.43%"
"03/04/2020","386.30","381.42","388.82","379.43","328.47M","1.36%"
"03/03/2020","381.13","378.67","388.44","378.67","374.56M","1.37%"
"03/02/2020","375.97","378.73","384.20","369.06","439.82M","0.09%"
"02/28/2020","375.65","385.05","385.05","371.20","533.26M","-3.54%"
"02/27/2020","389.45","401.24","401.24","385.06","366.66M","-3.75%"
"02/26/2020","404.62","403.25","405.78","392.89","316.57M","0.00%"
"02/25/2020","404.60","412.91","414.75","403.96","283.35M","-1.76%"
"02/24/2020","411.86","424.30","424.30","409.99","336.17M","-3.79%"
"02/21/2020","428.07","429.39","430.87","426.13","241.01M","-0.49%"
"02/20/2020","430.19","433.36","433.54","430.19","210.64M","-0.86%"
"02/19/2020","433.90","431.44","433.90","431.44","182.53M","0.83%"
"02/18/2020","430.33","430.54","431.35","428.56","228.61M","-0.38%"
"02/17/2020","431.98","431.13","432.48","431.04","124.21M","0.34%"
"02/14/2020","430.52","431.21","432.26","430.13","167.72M","-0.13%"
"02/13/2020","431.08","430.60","431.08","426.34","227.96M","-0.02%"
"02/12/2020","431.16","429.00","431.16","428.85","195.62M","0.63%"
"02/11/2020","428.48","425.82","429.02","425.82","197.70M","0.90%"
"02/10/2020","424.64","423.69","424.67","422.24","160.07M","0.07%"
"02/07/2020","424.36","425.41","425.41","422.95","208.74M","-0.27%"
"02/06/2020","425.49","425.10","426.70","424.16","228.04M","0.44%"
"02/05/2020","423.62","417.99","424.27","417.56","244.72M","1.23%"
"02/04/2020","418.47","412.21","418.49","412.21","206.10M","1.64%"
"02/03/2020","411.72","410.96","413.16","410.19","182.18M","0.25%"
"01/31/2020","410.71","415.98","416.99","410.43","238.10M","-1.07%"
"01/30/2020","415.16","417.52","417.52","414.02","206.82M","-1.01%"
"01/29/2020","419.41","417.92","420.09","417.75","175.28M","0.44%"
"01/28/2020","417.56","414.37","417.89","413.16","176.70M","0.84%"
"01/27/2020","414.07","420.56","420.56","413.47","203.74M","-2.26%"
"01/24/2020","423.64","421.01","425.36","421.01","173.98M","0.86%"
"01/23/2020","420.03","422.53","422.54","419.37","182.92M","-0.71%"
"01/22/2020","423.04","423.51","424.94","422.57","178.13M","-0.08%"
"01/21/2020","423.38","422.98","423.38","419.79","165.56M","-0.14%"
"01/20/2020","423.98","424.02","424.48","423.07","107.86M","-0.14%"
"01/17/2020","424.56","421.34","424.90","421.34","174.19M","0.96%"
"01/16/2020","420.54","420.00","421.30","419.05","80.91M","0.22%"
"01/15/2020","419.63","419.57","420.01","418.19","196.39M","0.01%"
"01/14/2020","419.59","418.45","419.59","415.61","181.12M","0.29%"
"01/13/2020","418.39","418.73","420.00","417.26","166.73M","-0.18%"
"01/10/2020","419.14","420.20","420.85","419.14","165.85M","-0.12%"
"01/09/2020","419.64","419.26","421.43","419.16","193.93M","0.31%"
"01/08/2020","418.36","416.91","418.63","415.13","181.40M","0.17%"
"01/07/2020","417.67","417.25","419.73","416.35","153.74M","0.25%"
"01/06/2020","416.63","417.34","417.34","412.63","151.85M","-0.41%"
"01/03/2020","418.33","418.73","418.73","415.58","149.65M","-0.33%"
"01/02/2020","419.72","416.50","420.43","416.50","143.05M","0.93%"
"12/31/2019","415.84","416.02","416.22","415.01","85.88M","-0.08%"
"12/30/2019","416.17","419.46","419.46","416.17","94.20M","-0.85%"
"12/27/2019","419.74","419.16","420.72","418.92","102.95M","0.21%"
"12/24/2019","418.86","418.17","418.94","417.92","69.80M","0.14%"
"12/23/2019","418.27","417.97","418.86","417.56","126.24M","-0.03%"
"12/20/2019","418.40","414.98","418.45","414.98","337.27M","0.80%"
"12/19/2019","415.07","414.98","415.45","413.53","186.84M","0.17%"
"12/18/2019","414.38","414.57","416.12","414.38","179.84M","-0.13%"
"12/17/2019","414.92","416.64","416.64","414.10","233.66M","-0.68%"
"12/16/2019","417.75","412.91","418.53","412.91","222.06M","1.39%"
"12/13/2019","412.02","410.61","414.91","410.61","366.68M","1.09%"
"12/12/2019","407.58","406.32","409.34","404.99","221.44M","0.33%"
"12/11/2019","406.22","405.05","406.49","403.99","188.02M","0.22%"
"12/10/2019","405.34","406.16","406.16","401.46","183.38M","-0.26%"
"12/09/2019","406.39","407.50","407.55","406.22","167.28M","-0.24%"
"12/06/2019","407.35","403.00","407.48","403.00","147.39M","1.16%"
"12/05/2019","402.66","403.71","405.37","402.41","158.19M","-0.13%"
"12/04/2019","403.19","398.62","403.28","398.51","176.23M","1.18%"
"12/03/2019","398.48","401.84","402.99","397.18","208.44M","-0.63%"
"12/02/2019","401.01","407.48","410.04","400.57","232.12M","-1.58%"
"11/29/2019","407.43","408.57","409.64","407.34","156.05M","-0.44%"
"11/28/2019","409.25","409.63","409.63","408.44","130.99M","-0.14%"
"11/27/2019","409.81","409.00","410.39","408.54","165.68M","0.32%"
"11/26/2019","408.49","407.98","409.04","406.97","275.54M","0.10%"
"11/25/2019","408.09","405.23","408.25","405.23","151.16M","1.02%"
"11/22/2019","403.98","402.39","405.44","402.39","176.17M","0.44%"
"11/21/2019","402.22","403.10","403.10","400.02","186.80M","-0.40%"
"11/20/2019","403.82","404.65","404.65","401.78","196.56M","-0.41%"
"11/19/2019","405.50","406.18","409.24","404.80","172.93M","-0.12%"
"11/18/2019","405.99","406.34","407.16","404.69","180.98M","-0.01%"
"11/15/2019","406.04","405.21","406.74","403.51","192.31M","0.40%"
"11/14/2019","404.41","405.71","406.00","404.38","183.44M","-0.36%"
"11/13/2019","405.86","406.57","406.57","403.53","201.17M","-0.26%"
"11/12/2019","406.90","405.56","407.63","405.19","201.18M","0.38%"
"11/11/2019","405.34","404.92","405.64","403.06","189.15M","-0.02%"
"11/08/2019","405.42","406.02","406.10","404.46","200.72M","-0.28%"
"11/07/2019","406.56","405.37","406.94","405.37","208.61M","0.37%"
"11/06/2019","405.07","404.01","405.23","403.04","193.31M","0.21%"
"11/05/2019","404.23","403.55","404.65","402.82","208.79M","0.20%"
"11/04/2019","403.41","400.14","403.99","400.14","190.17M","1.00%"
"11/01/2019","399.43","397.34","399.86","397.34","153.12M","0.68%"
"10/31/2019","396.75","399.15","399.88","395.73","231.64M","-0.49%"
"10/30/2019","398.70","398.00","398.70","396.50","200.76M","0.08%"
"10/29/2019","398.37","398.90","398.90","396.86","187.41M","-0.16%"
"10/28/2019","398.99","398.05","399.78","397.17","168.79M","0.25%"
"10/25/2019","398.01","397.19","398.02","395.66","163.73M","0.16%"
"10/24/2019","397.37","395.53","397.78","395.53","215.26M","0.59%"
"10/23/2019","395.03","393.59","395.29","392.82","195.79M","0.11%"
"10/22/2019","394.59","394.11","394.83","392.59","185.68M","0.09%"
"10/21/2019","394.22","392.11","394.73","391.92","200.96M","0.61%"
"10/18/2019","391.84","392.81","393.46","391.32","210.70M","-0.32%"
"10/17/2019","393.08","392.94","396.86","392.23","256.88M","-0.10%"
"10/16/2019","393.46","393.85","394.60","392.25","241.97M","-0.14%"
"10/15/2019","394.02","390.56","395.07","390.56","243.56M","1.11%"
"10/14/2019","389.69","390.81","390.81","387.09","171.18M","-0.49%"
"10/11/2019","391.61","384.14","391.61","383.71","310.83M","2.31%"
"10/10/2019","382.76","380.49","383.55","378.18","194.97M","0.65%"
"10/09/2019","380.30","378.47","381.75","377.94","156.95M","0.42%"
"10/08/2019","378.71","383.21","383.52","378.43","174.86M","-1.10%"
"10/07/2019","382.91","380.13","383.11","379.54","146.53M","0.71%"
"10/04/2019","380.22","377.60","380.22","376.71","176.10M","0.73%"
"10/03/2019","377.46","377.06","378.43","374.66","170.77M","-0.02%"
"10/02/2019","377.52","387.71","387.71","377.52","224.78M","-2.70%"
"10/01/2019","387.99","393.35","394.69","387.79","204.81M","-1.31%"
"09/30/2019","393.15","391.64","393.57","391.04","180.74M","0.35%"
"09/27/2019","391.79","390.37","392.49","390.37","158.98M","0.47%"
"09/26/2019","389.95","387.03","390.74","386.91","174.95M","0.61%"
"09/25/2019","387.59","389.14","389.14","384.18","186.40M","-0.58%"
"09/24/2019","389.84","390.37","390.96","389.64","161.98M","0.01%"
"09/23/2019","389.80","392.40","392.42","388.71","170.83M","-0.80%"
"09/20/2019","392.95","392.83","393.67","391.90","425.28M","0.29%"
"09/19/2019","391.80","389.35","392.03","388.90","188.67M","0.61%"
"09/18/2019","389.41","389.03","390.16","388.61","180.52M","0.02%"
"09/17/2019","389.33","389.44","389.73","387.66","207.73M","-0.05%"
"09/16/2019","389.53","391.14","391.14","389.13","225.00M","-0.58%"
"09/13/2019","391.79","390.29","392.29","389.93","244.90M","0.34%"
"09/12/2019","390.48","389.93","392.74","388.13","237.98M","0.20%"
"09/11/2019","389.71","386.60","389.82","386.60","236.88M","0.85%"
"09/10/2019","386.44","386.09","386.48","383.79","271.53M","0.10%"
"09/09/2019","386.06","387.12","387.92","385.44","198.15M","-0.28%"
"09/06/2019","387.14","386.00","387.14","385.36","189.28M","0.32%"
"09/05/2019","385.92","383.75","386.11","383.75","210.41M","0.72%"
"09/04/2019","383.18","380.86","384.41","380.86","192.14M","0.89%"
"09/03/2019","379.81","380.40","380.40","378.15","160.86M","-0.23%"
"09/02/2019","380.69","379.88","382.09","379.88","123.00M","0.32%"
"08/30/2019","379.48","376.76","380.58","376.76","197.01M","0.73%"
"08/29/2019","376.74","372.41","377.17","371.94","194.34M","1.04%"
"08/28/2019","372.86","373.48","373.48","369.86","174.34M","-0.20%"
"08/27/2019","373.62","371.37","374.37","370.06","209.02M","0.63%"
"08/26/2019","371.28","370.57","372.23","369.08","73.31M","-0.02%"
"08/23/2019","371.36","374.90","376.52","371.36","175.74M","-0.78%"
"08/22/2019","374.29","375.32","376.69","373.43","177.00M","-0.40%"
"08/21/2019","375.80","371.61","376.37","371.61","152.87M","1.21%"
"08/20/2019","371.30","373.87","375.17","371.06","182.07M","-0.68%"
"08/19/2019","373.86","370.43","374.17","370.43","177.67M","1.14%"
"08/16/2019","369.63","365.31","369.95","365.31","240.28M","1.24%"
"08/15/2019","365.09","366.28","367.03","361.07","232.06M","-0.29%"
"08/14/2019","366.16","372.74","372.80","364.96","231.32M","-1.68%"
"08/13/2019","372.40","370.12","374.21","367.17","224.93M","0.54%"
"08/12/2019","370.41","372.09","375.35","370.08","168.00M","-0.31%"
"08/09/2019","371.56","374.73","374.97","371.11","227.22M","-0.84%"
